word	value
verdi	2	85.7142857143
duel	0	54.2857142857
waithere	-3	100.0
azn	-3	100.0
masquerading	-2	80.0
smasher	-3	100.0
smashes	0	55.5555555556
azz	3	100.0
uptons	3	100.0
complications	0	69.8113207547
pesos	-3	100.0
smashed	-1	64.0
duet	2	80.0
dues	1	75.0
tromatic	3	100.0
herebr	-2	80.0
nicking	3	100.0
girlsboys	3	100.0
wahlbergwho	3	100.0
minah	0	62.5
godheavenbelief	-3	100.0
unnerve	3	100.0
luhrmanman	-3	100.0
margaux	3	100.0
minas	3	100.0
rissis	-3	100.0
bourdain	-6	100.0
triangles	0	50.0
traumschiff	-3	100.0
microwaving	-3	100.0
tokoro	6	100.0
tokori	-3	100.0
eventual	0	61.1940298507
antibuddyfilm	-3	100.0
mcclureuse	-3	100.0
eventbr	3	100.0
greatestbr	3	100.0
fishbr	-3	100.0
dowling	-3	100.0
rola	-3	100.0
photographycinematography	3	100.0
role	0	60.0391134289
yellingthe	3	100.0
rolf	0	60.0
transgender	-3	100.0
roll	0	52.3404255319
kikyou	-3	100.0
rerecruited	-3	100.0
[or	3	100.0
intend	0	63.4146341463
ointment	0	50.0
outage	-3	100.0
devos	-3	100.0
transported	1	71.7391304348
devon	-2	88.8888888889
intent	0	57.4803149606
variable	0	55.5555555556
transporter	0	50.0
schmaltzy	0	60.0
miliusand	3	100.0
flordia	3	100.0
castellitto	2	81.8181818182
badenwürttemberg	-3	100.0
directorsproducerswriters	-3	100.0
racocevic	-3	100.0
shenanigens	-3	100.0
ormand	3	100.0
overturned	0	50.0
decision	0	54.132231405
gown	0	50.0
cincinnati	-3	100.0
ragga	3	100.0
oss	2	80.9523809524
banditi	3	100.0
ost	3	100.0
cushy	3	100.0
bandits	-1	60.6060606061
osa	-3	100.0
mcghee	6	100.0
ose	3	100.0
moorse	3	100.0
bitchin	0	50.0
recommand	3	100.0
unbeaten	3	100.0
uadw	-3	100.0
nonmgm	3	100.0
crates	-1	62.5
crater	-3	100.0
silencers	-3	100.0
morallyimpaired	-3	100.0
onatop	-3	100.0
jsplatter	3	100.0
jaywalking	-3	100.0
bitchis	-3	100.0
flagstaffs	3	100.0
downloading	-2	80.0
peopleand	-3	100.0
tastefully	1	75.0
saldana	-3	100.0
choice	0	53.4552845528
mobilise	-3	100.0
ghostbusters	0	50.0
thundercats	3	100.0
stays	0	61.1842105263
southpaw	3	100.0
fixations	-3	100.0
wearwolf	3	100.0
cooks	0	54.5454545455
getups	0	50.0
masturbates	-2	80.0
minnie	1	76.3636363636
sacramentos	-3	100.0
anjaam	3	100.0
calenderslasher	-3	100.0
cooke	2	80.0
defaults	3	100.0
crapstudio	-3	100.0
masturbated	-3	100.0
ealing	0	63.6363636364
happyeverafter	3	100.0
honesttogoodness	-1	66.6666666667
mouthnosepieces	-3	100.0
pazira	3	100.0
meadow	0	50.0
righties	3	100.0
trails	0	57.1428571429
sidestep	3	100.0
megadramatisation	-3	100.0
madames	3	100.0
lengthened	0	50.0
gratified	3	100.0
shirts	-1	75.6756756757
reallife	0	62.5
casss	-3	100.0
headset	-1	75.0
lavishness	3	100.0
mccreas	3	100.0
cassy	-3	100.0
goldywn	3	100.0
boost	0	57.7777777778
stripperella	2	88.2352941176
medias	-1	75.0
paedophile	0	66.6666666667
gladys	2	85.0
laughaplenty	-3	100.0
idyllically	3	100.0
characterwise	0	66.6666666667
busily	-1	66.6666666667
plunger	-1	66.6666666667
mafioso	0	50.0
enroll	0	50.0
plunges	2	80.0
accomplishes	0	52.9411764706
dusty	0	52.2727272727
antiemitism	3	100.0
slowfingers	3	100.0
timbuktu	-3	100.0
accomplished	0	58.2608695652
throughput	-3	100.0
songbr	-3	100.0
pollyanna	-1	66.6666666667
assesice	3	100.0
anna	0	57.5916230366
easygo	-3	100.0
thorazine	0	50.0
durbin	3	95.4545454545
gregsons	-3	100.0
inexpressive	-1	66.6666666667
pulitzerwinning	0	50.0
familyless	-3	100.0
marvels	0	50.0
cacophony	-1	66.6666666667
nightmarehallucinationtotally	3	100.0
zhiwen	3	100.0
dumdum	3	100.0
shotsset	3	100.0
betraying	0	69.2307692308
trishus	-3	100.0
try	3	100.0
working	0	54.5212765957
oldham	-3	100.0
blackwater	-3	94.1176470588
oldhat	-3	100.0
sisterly	0	50.0
dullnot	-3	100.0
    film	3	100.0
overviews	-3	100.0
threeyearold	-6	100.0
familar	3	100.0
bleachedblonde	-3	100.0
meekers	-3	100.0
yimous	0	50.0
tukels	3	100.0
salaire	3	100.0
assimilation	3	100.0
exhasperated	-3	100.0
thompson	0	57.1428571429
selfdeceit	3	100.0
shinobi	0	66.6666666667
cancerman	-3	100.0
puppetsea	-3	100.0
eurohorror	1	75.0
inquistion	-3	100.0
mars1938	3	100.0
misidentified	3	100.0
cantmiss	0	50.0
killing	3	100.0
originally	0	61.71875
abortion	0	60.0
personbr	-3	100.0
giantsized	-3	100.0
harmonious	0	57.1428571429
cheepo	0	50.0
albright	-1	60.0
caution	0	64.7058823529
skinsgang	-3	100.0
genki	-3	100.0
belushiaccording	-3	100.0
admired	0	59.0909090909
locke	2	82.1428571429
ragstoriches	3	100.0
yorba	-3	100.0
timless	3	100.0
irwins	3	100.0
parachute	-6	100.0
locks	0	51.724137931
incremental	3	100.0
admires	0	61.5384615385
admirer	0	52.7777777778
allrdy	-3	100.0
wirthjoanna	3	100.0
hewitts	3	100.0
years1972s	3	100.0
septic	-3	100.0
rewatches	3	100.0
dooms	0	50.0
vainly	-1	66.6666666667
oswalds	3	100.0
moviesat	0	66.6666666667
edouard	3	100.0
rewatched	2	80.0
telepath	-3	100.0
custer	3	96.5277777778
montands	3	100.0
paleontologists	3	100.0
mythos	0	63.6363636364
pinero	0	50.0
britainireland	3	100.0
aice	3	100.0
free	-3	100.0
mcclory	2	88.8888888889
brainless	-1	79.6610169492
egotistical	1	76.1904761905
temperate	0	66.6666666667
rocketfiring	3	100.0
naturedly	3	100.0
mangy	3	100.0
leskins	3	100.0
conscious	0	52.0
coupures	-3	100.0
puller	0	50.0
delons	3	100.0
thunders	-3	100.0
sandbox	-3	100.0
mango	-3	100.0
glynis	0	50.0
swollen	-1	75.0
mange	0	50.0
wolves	0	52.5
pulled	0	51.0373443983
manga	0	65.625
wastepaper	0	50.0
feedin	-3	100.0
murdersdisappearances	-3	100.0
years	0	61.8050709467
dreadfulbad	-3	100.0
episodes	0	63.304981774
reynoldscitizen	3	100.0
buonovolonta	3	100.0
wormlike	-3	100.0
vidhwaashram	-3	100.0
centuryfox	2	80.0
outisolationist	-3	100.0
troubles	0	58.904109589
faves	3	100.0
drydock	3	100.0
roadster	3	100.0
spaceactionsoftcoretitillation	-3	100.0
antipathy	3	100.0
suspension	-1	62.1212121212
troubled	0	64.2857142857
abusive	0	61.5384615385
golfyou	3	100.0
miltons	3	100.0
keerthana	6	100.0
recipients	0	66.6666666667
civilian	2	80.9523809524
zorba	0	66.6666666667
callgirlrachel	3	100.0
courageously	0	66.6666666667
indigenous	0	60.0
drilling	-1	66.6666666667
twobrain	3	100.0
meville	3	100.0
lichtenstein	-3	100.0
unfruitful	-3	100.0
asianamerican	-2	80.0
materialized	-2	80.0
devilthemed	3	100.0
cleancut	1	75.0
underratedwhile	3	100.0
stuckart	-3	100.0
fisherman	0	60.0
dignified	0	68.4210526316
splinters	3	100.0
malicais	-3	100.0
battleships	3	100.0
photoshoot	-3	100.0
tightlipped	3	100.0
materializes	-1	60.0
nikkis	-1	60.0
retrieve	0	54.2857142857
giambone	3	100.0
besch	3	100.0
receipt	-1	66.6666666667
unlikelihood	-3	100.0
sponsor	-1	60.0
derensbr	3	100.0
nyfd	-3	100.0
nyff	-3	100.0
troll	-2	80.6451612903
crpfest	-3	100.0
bixhe	-3	100.0
interned	-3	100.0
yojimbo	0	50.0
stallone	-1	74.358974359
trauma	0	58.0
tracksgive	3	100.0
internet	0	52.6011560694
genreflick	-3	100.0
streetcree	3	100.0
igniting	3	100.0
scifiadventureepic	3	100.0
complicates	2	87.5
semimeant	-3	100.0
hairdresser	1	70.0
scattergoods	3	100.0
brotherguy	3	100.0
pixyish	3	100.0
disintegrates	-1	69.2307692308
complicated	0	60.843373494
carboncopy	-3	100.0
reevaluating	-3	100.0
marla	-2	88.8888888889
benioff	6	100.0
brasil	3	100.0
readersusers	3	100.0
downsides	0	66.6666666667
marlo	3	100.0
initiate	0	50.0
furbr	-3	100.0
aboard	0	52.380952381
marly	-3	100.0
severalbr	3	100.0
brokeback	0	57.1428571429
neglect	0	52.1739130435
hitchcockesquire	3	100.0
screen	0	50.0
emotion	0	52.5198938992
gunshot	-1	66.6666666667
openers	-1	75.0
saving	-1	70.1886792453
ono	3	100.0
symmetry	1	71.4285714286
holsters	3	100.0
dostoyevsky	3	100.0
savini	0	61.5384615385
ona	0	66.6666666667
velde	-3	100.0
reprisal	-1	66.6666666667
one	0	51.0234144829
ony	3	100.0
mignon	-3	100.0
punishable	0	66.6666666667
onr	3	100.0
haviland	6	100.0
plotless	-2	87.5
exaggerations	2	80.0
looong	-3	100.0
stifles	-3	100.0
deviantly	-3	100.0
memorybr	3	100.0
stifled	-1	75.0
embalming	3	100.0
lazerus	3	100.0
oversimplified	3	100.0
eighteenthcentury	3	100.0
protestations	3	100.0
featherbrained	-3	100.0
specialisti	3	100.0
mustaines	-3	100.0
shawn	0	59.6153846154
kidsas	3	100.0
shawl	0	66.6666666667
planetout	3	100.0
hrpuffinstuff	-3	100.0
tombstones	0	50.0
ticlaws	-3	100.0
jocobi	3	100.0
devito	3	97.7272727273
shaws	1	70.0
herds	6	100.0
specialists	2	80.0
ladywrestling	-3	100.0
phoningin	-3	100.0
stomachher	-3	100.0
mayall	-1	73.0769230769
admitedly	-3	100.0
season2	3	100.0
situationwhen	3	100.0
disrespects	-3	100.0
interservice	3	100.0
winterbottoms	-3	100.0
ascendancy	3	100.0
miscastyes	-3	100.0
bulow	3	100.0
illness	0	61.7021276596
supersized	-1	75.0
stylings	1	71.4285714286
locations	0	54.6052631579
balsam	-1	75.0
invite	0	54.2857142857
ugor	-3	100.0
altmanjeanphilippe	3	100.0
cigarettes	0	54.5454545455
warriors	-1	61.3333333333
yosef	-3	100.0
topselling	3	100.0
goodman	-1	66.6666666667
portents	-3	100.0
olodum	-3	100.0
evened	3	100.0
semiconvincing	-3	100.0
videohounds	-3	100.0
sprawls	0	50.0
printer	3	100.0
offload	-3	100.0
buffer	0	50.0
lucaitis	-3	100.0
printed	0	58.8235294118
sainted	3	100.0
knowingly	-2	80.0
creditable	0	66.6666666667
buffed	-3	100.0
silverdocs	3	100.0
hoeger	-1	71.4285714286
actorjordan	3	100.0
phil	1	70.4761904762
whipper	3	100.0
delighting	3	100.0
yucatan	-3	100.0
davidleanlike	-3	100.0
chronicals	-3	100.0
redirected	-3	100.0
hestitant	3	100.0
bgender	3	100.0
midtwenties	3	100.0
equilibruim	-3	100.0
braincramp	3	100.0
illmatched	3	100.0
chopppers	-3	100.0
infuriate	-1	75.0
bottlenose	-3	100.0
fecal	-1	75.0
elam	-2	85.7142857143
elan	-1	66.6666666667
counterpoints	0	50.0
jags	3	100.0
dieback	3	100.0
aggressive	0	62.0
ecclestion	3	100.0
directorhackford	3	100.0
6661999	-3	100.0
zahn	1	73.6842105263
3	-1	67.2835426305
cappie	6	100.0
skyscraper	0	55.5555555556
planed	0	50.0
molinas	-3	100.0
guarded	-1	60.0
worstbr	-3	100.0
suitcases	0	66.6666666667
tilting	-3	100.0
macgyver	-3	100.0
simplistic	0	54.2056074766
beldens	0	66.6666666667
bear´s	3	100.0
offfield	-3	100.0
mondo	-1	66.6666666667
awaiting	0	62.8571428571
anachronic	3	100.0
kennedymiller	3	100.0
corseted	-3	100.0
trys	0	55.5555555556
nathaniel	1	71.9298245614
inmanmr	3	100.0
whipped	-1	60.0
parttalkies	3	100.0
vision	0	64.552238806
sequeals	3	100.0
diannas	3	100.0
story1956	3	100.0
morose	-1	77.7777777778
keggergary	3	100.0
marnie	0	55.5555555556
notice	0	50.1234567901
morosi	6	100.0
fraiser	3	100.0
vandamme	-1	66.6666666667
impressions	0	63.6363636364
incontrollable	0	50.0
intoxicating	6	100.0
youself	3	100.0
kamerling	-6	100.0
owens	0	61.2903225806
200pound	-3	100.0
mingliangs	0	50.0
harvey	0	65.4320987654
nightbreeds	-3	100.0
playssurprise	-3	100.0
pearlman	3	100.0
directoractorwriter	-3	100.0
proindian	-3	100.0
refreshed	0	60.0
enjoys	0	62.0253164557
illiberal	-3	100.0
reallity	-3	100.0
caan	1	77.7777777778
grandpas	-1	75.0
canevaris	3	100.0
geyouve	-3	100.0
tamahori	-3	100.0
smallprint	-3	100.0
horrorsex	3	100.0
airstation	3	100.0
awards	0	63.8743455497
pluck	0	50.0
mariette	-3	100.0
selfproclaimed	0	66.6666666667
pointbr	3	100.0
aloysius	3	100.0
ogrodniks	-3	100.0
concentrated	0	58.3333333333
busting	0	69.2307692308
5245	-3	100.0
rhodes	1	75.0
compensations	-3	100.0
mid1940s	3	100.0
matheson	-1	76.4705882353
willett	0	50.0
yanomano	3	100.0
s	0	64.2533936652
yanomani	3	100.0
unflattering	-1	64.2857142857
evaluators	3	100.0
emphisis	3	100.0
doleman	-3	100.0
loveliest	-2	80.0
charmers	3	100.0
probaseball	3	100.0
compels	0	57.1428571429
badel	3	100.0
fogys	-3	100.0
stillbeingconstructed	-3	100.0
sleezeball	-3	100.0
madcapheroine	3	100.0
wurtzels	-6	100.0
jilon	3	100.0
glbts	-3	100.0
creativityoriginality	-3	100.0
practises	3	100.0
magaret	-3	100.0
verrryyy	-3	100.0
closetnazi	3	100.0
breckenridge	0	50.0
practised	-3	100.0
moviesand	3	100.0
recyclables	3	100.0
offworld	3	100.0
facedness	3	100.0
humorfilled	0	50.0
notgood	-3	100.0
wants	0	55.4750402576
nyarlathotep	-3	100.0
tomek	-6	100.0
tomei	-2	87.5
formed	0	68.3333333333
exsenator	-3	100.0
bainter	-3	100.0
former	0	55.2268244576
captioningseven	-3	100.0
sommers	1	71.4285714286
rarities	0	66.6666666667
defeatist	0	50.0
bequeaths	-3	100.0
vrsa	-6	100.0
straighten	3	90.9090909091
squeezer	-3	100.0
squeezes	0	50.0
straighter	3	100.0
defeatism	3	100.0
producersdirectors	-1	75.0
newspaper	0	52.8301886792
situation	0	60.1131541726
90odd	0	50.0
penthouse	-1	75.0
hanleys	-3	100.0
herthe	-3	100.0
extropolations	3	100.0
impossibletry	3	100.0
engaged	1	71.9424460432
dubious	0	57.4074074074
4dx	3	100.0
12year	1	75.0
edge8	3	100.0
engages	0	50.0
obabakoak	-3	100.0
newsreporting	3	100.0
schmacheur	3	100.0
debilitating	0	60.0
knowitall	0	57.1428571429
fistfights	0	62.5
legalistic	-3	100.0
parrallel	3	100.0
savannnah	3	100.0
90mins	0	50.0
reformatory	2	85.7142857143
thirtyeight	-3	100.0
loveromance	-3	100.0
theorizes	1	75.0
japanthe	3	100.0
defs	3	100.0
chechnyan	0	50.0
wires	0	52.7777777778
edged	0	50.0
sickness	0	65.0
maureens	0	50.0
wirey	0	63.6363636364
defy	0	54.5454545455
brassed	0	50.0
ansel	6	100.0
nononsense	0	66.6666666667
klause	-3	100.0
edger	0	66.6666666667
edges	0	50.0
wired	-2	80.0
deff	3	100.0
_is_	-1	75.0
edgey	3	100.0
fyithere	3	100.0
pulplevel	3	100.0
tracking	0	63.8554216867
droppingly	-1	75.0
whorrel	3	100.0
nothin	3	100.0
sinhues	0	50.0
grossebaf	-3	100.0
460	3	100.0
peytah	-3	100.0
madeno	3	100.0
perpetrators	-3	100.0
dimension	0	55.421686747
steamed	3	100.0
recycles	0	57.1428571429
maaaaaaaam	-3	100.0
disconcert	3	100.0
bueller	-2	88.8888888889
ngos	-3	100.0
recycled	-2	82.1917808219
steamer	3	100.0
overconfident	0	50.0
skeletonlooking	-3	100.0
procreating	0	66.6666666667
rover	0	57.1428571429
fall	3	100.0
workas	-3	100.0
lelias	3	100.0
onetenth	-3	100.0
overthrow	0	58.3333333333
waaaambulance	3	100.0
haystack	3	100.0
drugdealer	2	80.0
lowestcommondenominator	-3	100.0
besuited	0	50.0
holnist	-3	100.0
constumes	-3	100.0
sportsmanship	-3	100.0
alternativetechno	3	100.0
scientificbased	3	100.0
dayvery	-3	100.0
unveil	-3	100.0
gestures	0	53.5714285714
lupino	1	72.0588235294
world	0	63.8051044084
postal	-2	87.5
fitzsimmons	3	100.0
amrish	-3	100.0
tremulous	-3	100.0
qualitybr	-3	100.0
confine	-3	100.0
wttw	3	100.0
unrepentant	-1	75.0
homeroom	3	100.0
tomber	3	100.0
halfaloon	3	100.0
shutter	-2	81.8181818182
lillian	1	71.4285714286
hodgsons	-3	100.0
bourne	0	55.5555555556
glamor	0	54.5454545455
daghlian	3	100.0
albano&ozzy	-3	100.0
meiyan	-3	100.0
grue	-3	100.0
copilots	-3	100.0
superintendent	1	76.9230769231
ezy	-1	66.6666666667
grub	-3	100.0
underweight	3	100.0
eady	-3	100.0
tvs	0	56.25
tvm	-2	83.3333333333
collogero	-3	100.0
wearandtear	3	100.0
demeaning	-1	68.4210526316
tve	-3	100.0
diving	0	52.0
stagecoach	0	54.5454545455
divine	1	70.1149425287
goosed	-3	100.0
taipe	6	100.0
divina	-3	100.0
peerce	-3	100.0
scuffed	3	100.0
cavity	-1	66.6666666667
ritchkoff	-3	100.0
seaman	1	70.0
slungtogether	-3	100.0
worldviews	0	50.0
winstone	3	90.9090909091
915	-3	100.0
914	-3	100.0
911	0	56.9620253165
910	3	95.1515151515
restoring	0	66.6666666667
squabble	-1	75.0
afterclass	3	100.0
amadeusbr	-3	100.0
retains	1	71.4285714286
ugoku	3	100.0
gauloises	3	100.0
leadership	1	77.2727272727
threemovieonone	3	100.0
demarco	3	100.0
stormthe	-3	100.0
loyalties	2	82.3529411765
bimodal	-3	100.0
mossad	3	100.0
disabilities	1	70.0
manyscened	3	100.0
1944early	3	100.0
pallette	3	100.0
zerbe	-3	100.0
neardrowning	3	100.0
niall	-3	100.0
carothers	-3	100.0
johnston	0	50.0
misnister	3	100.0
waheeda	2	83.3333333333
skew	0	50.0
matteroffact	2	84.6153846154
iwo	-2	83.3333333333
meelk	-3	100.0
clarice	-6	100.0
shapely	-1	66.6666666667
choppers	-6	100.0
bjm	-3	100.0
meela	-3	100.0
ineffably	-3	100.0
inculcate	-3	100.0
conceptually	-1	71.4285714286
baltimorenot	-3	100.0
missi	-3	100.0
rumbled	3	100.0
dimeadozen	0	50.0
lacquered	-3	100.0
noncopout	3	100.0
missa	-3	100.0
shakespherian	3	100.0
lounging	0	50.0
heartpiece	-3	100.0
rumbles	-2	80.0
mindless	-1	66.4473684211
missy	3	100.0
irreverant	3	100.0
basicinstinct	-3	100.0
continents	-1	60.0
backland	-3	100.0
scouting	-6	100.0
_king	3	100.0
foreheads	-1	60.0
powerhungry	-1	75.0
plunking	-3	100.0
antiselfincrimination	3	100.0
whinny	-3	100.0
thelma	-1	76.9230769231
boodlers	3	100.0
pull	0	53.5433070866
rush	0	67.3611111111
thumps	0	50.0
[rate	-3	100.0
juicily	3	100.0
ruse	0	66.6666666667
multitalented	0	66.6666666667
assy	3	93.3333333333
cheta	-3	100.0
topshelf	3	100.0
russ	0	52.380952381
pulp	0	50.6578947368
rust	0	57.1428571429
wendigo	-3	100.0
hellman	3	100.0
butthole	-1	66.6666666667
borgnines	-3	100.0
gratuitous	-1	62.5
heartfilled	3	100.0
celebritys	0	66.6666666667
apollonian	3	100.0
sawhorse	-3	100.0
absentiaand	3	100.0
gratuatious	-3	100.0
=noise	-3	100.0
jargon	0	53.8461538462
maska	-3	100.0
constabulary	-3	100.0
sxvleithan	-3	100.0
halflidded	-3	100.0
moniker	0	55.5555555556
psychobabblish	-3	100.0
muzzleflashes	-3	100.0
paramountdecided	3	100.0
ashoks	3	100.0
introspection	0	60.0
avprequiem	-3	100.0
megaloadon	-3	100.0
yaaayy	-3	100.0
hackerslasher	-3	100.0
draht	3	100.0
puppy	-1	65.7142857143
passerby	1	75.0
underlighted	-3	100.0
sisterinlaws	3	100.0
albai	-3	100.0
compells	-3	100.0
campvalue	-3	100.0
albas	-3	100.0
midget	-1	79.3103448276
gillis	-3	100.0
mcquillangrace	-3	100.0
fedoras	0	50.0
cowntless	-3	100.0
postmodernistic	-3	100.0
zaga	3	100.0
crosbie	0	50.0
nonbollywood	-3	100.0
omnibus	0	55.5555555556
artsdrumming	3	100.0
firebrand	3	100.0
neitherand	-3	100.0
pooralone	-3	100.0
dyed	-2	80.0
multiangle	3	100.0
constantinople	-3	100.0
threeinone	3	100.0
dyer	3	100.0
dyes	0	50.0
exprostitute	3	100.0
valves	-1	66.6666666667
bachelorpad	-3	100.0
lumicthe	3	100.0
magnetically	3	100.0
caleb	1	70.0
sci	0	51.6666666667
consciences	0	60.0
zappy	-3	100.0
zappa	2	87.5
whateverherlastnameis	-3	100.0
miggs	3	100.0
btiste	3	100.0
vomiturine	-3	100.0
“supreme	-3	100.0
videonasty	0	50.0
baddest	0	66.6666666667
qian	3	100.0
cheney	-1	63.6363636364
overrehearsed	3	100.0
lettermans	2	85.7142857143
sitzkrieg	3	100.0
midwest	0	53.8461538462
londonas	-3	100.0
femalien	-3	100.0
roadway	3	100.0
vyajanthimala	3	100.0
ofthe	-3	100.0
dutchfrench	-3	100.0
tombs	0	50.0
checkin	-3	100.0
baton	-1	75.0
24th	3	100.0
scuzziness	3	100.0
deformations	3	100.0
edutainment	3	100.0
rootless	0	50.0
2akshay	-3	100.0
boozed	0	50.0
shenanigans	0	51.5151515152
keavia	3	100.0
weißert	-3	100.0
bargainhe	-3	100.0
ri	0	50.0
flashforward	-3	100.0
budget=so	-3	100.0
gerrits	3	100.0
disquilification	-3	100.0
small	0	56.4242012237
snowmobile	0	50.0
kemper	3	100.0
courtesans	3	100.0
quicker	-1	65.0
foundation	0	53.4482758621
cryptkeeper	-3	100.0
paso	0	66.6666666667
healed	2	80.0
past	0	56.8831168831
healey	-3	100.0
displays	0	67.2
panhandle	-3	100.0
pass	-1	62.1890547264
healer	1	71.4285714286
ryancity	3	100.0
investment	-1	62.5
amarcord	3	100.0
nonfloating	-3	100.0
handicapped	0	59.375
anywho	0	50.0
clock	-1	69.2307692308
horsedragonman	3	100.0
skywalker	-2	85.7142857143
gorefestsis	3	100.0
colonists	-3	100.0
pickhaver	3	100.0
corker	3	100.0
tickedoff	3	100.0
sobadits	-3	100.0
québecois	-1	75.0
full	0	52.0947176685
desegregation	3	100.0
asshairs	-3	100.0
sarasota	3	100.0
wellwishers	3	100.0
diapers	-1	75.0
deys	3	100.0
ogdari	3	100.0
musthave	6	100.0
civilians	0	55.1020408163
november	0	62.5
benignis	3	100.0
melancholic	2	84.2105263158
melancholia	3	100.0
warweary	3	100.0
shyer	0	50.0
newmann	-3	100.0
cordelia	-6	100.0
experience	0	65.7848324515
anthropologists	-3	100.0
seminate	3	100.0
prior	0	55.0264550265
newmans	0	50.0
newsreellook	3	100.0
overacting	-1	73.275862069
pererred	3	100.0
welter	3	100.0
followed	0	51.8987341772
adidas	-3	100.0
ordinaria	-3	100.0
follower	0	52.9411764706
handsand	3	100.0
enschuldigen	3	100.0
attendance	0	52.6315789474
apocalpse	3	100.0
enliven	-2	80.0
lesbo	-1	75.0
caveand	-3	100.0
schlocker	-1	66.6666666667
unrecognizable	-1	70.8333333333
firth	0	56.9444444444
comradre	3	100.0
beatriz	6	100.0
beatrix	3	100.0
snotnosed	-3	100.0
levene	6	100.0
door	0	54.1371158392
avildsens	3	100.0
chucky	2	85.2272727273
chucks	-1	78.9473684211
notquite	3	100.0
tested	1	70.2702702703
jealousies	3	100.0
nomad	0	66.6666666667
nonviolent	0	57.1428571429
doom	-1	62.0689655172
séance	0	54.5454545455
negativity	-1	60.0
r1	6	100.0
numberstheyre	-3	100.0
alert]br	-3	100.0
jobim	3	100.0
sobieski	-1	62.5
heuringinherits	-3	100.0
centrifugal	3	100.0
sociale	-3	100.0
lhumanite	-3	100.0
adalberto	3	100.0
seagull	3	100.0
changeover	3	100.0
oukach	3	100.0
memoirs	2	82.3529411765
preshow	3	100.0
mcqueen	0	52.9411764706
winemaker	3	100.0
donating	-2	80.0
latcho	3	100.0
sikh	0	60.0
duhfactor	-3	100.0
imperollis	-3	100.0
respective	1	73.8461538462
hickey	0	50.0
magnani	2	87.5
tarkin	-3	100.0
archive	0	60.0
speedboat	0	50.0
cerdà	-3	100.0
respondent	3	100.0
mladic	-3	100.0
coeds	-3	90.9090909091
poisenality	-3	100.0
sprinkle	-1	66.6666666667
lanky	-1	66.6666666667
intended	0	58.3732057416
mendes	0	56.7567567568
oleander	3	100.0
pederast	0	50.0
cannibalismand	3	100.0
sympathize	0	51.2195121951
minako	6	100.0
mendez	0	50.0
mended	3	100.0
fluffed	-3	100.0
strouds	-3	100.0
kusturica	-1	66.6666666667
mendel	3	100.0
lanka	3	95.0
repealed	-3	100.0
sincereness	3	100.0
gayner	-3	100.0
gaynes	3	100.0
rosebud	-3	100.0
dolph	-3	90.4761904762
boyben	3	100.0
troglodyte	-3	100.0
overcooked	0	57.1428571429
replied	0	60.0
wooly	1	75.0
jordans	0	50.0
rocketed	3	100.0
frogalien	-3	100.0
fdoing	3	100.0
1946s	-3	100.0
jordana	3	91.6666666667
resorts	-1	61.1111111111
palladian	3	100.0
althoug	3	100.0
signs	0	54.9180327869
smiling	0	56.25
roots	0	59.4594594595
papillon	3	100.0
mistreated	1	76.9230769231
sublimated	-1	66.6666666667
hounds	0	63.6363636364
symptoms	0	55.5555555556
plotters	3	100.0
shuddering	3	100.0
godfreid	-3	100.0
19992001	-3	100.0
sublimates	-3	100.0
angered	-1	60.0
soundfire	-3	100.0
cartman	3	96.9696969697
romanoff	3	100.0
entire	0	57.2349570201
unstated	3	100.0
rerecorded	0	50.0
bigheaded	-3	100.0
galdos	3	100.0
frisby	3	100.0
bealethe	3	100.0
balaban	2	80.0
weeds	1	75.0
charmglossy	3	100.0
rabbbi	3	100.0
spinsterish	-3	100.0
nosebleeds	-6	100.0
implosive	3	100.0
overinsuring	-3	100.0
mandarins	-3	100.0
negligable	-3	100.0
denny	3	90.0
piping	-3	100.0
basgallop	3	100.0
importantthe	-3	100.0
centuryera	3	100.0
reactions	0	61.6071428571
engendered	0	55.5555555556
detect	-1	65.0
golinos	-3	100.0
porformances	-3	100.0
gft	0	53.8461538462
wayons	-3	100.0
chrissy	3	100.0
buonavolunta	3	100.0
advertisers	1	71.4285714286
operation	0	58.6956521739
centuries	0	55.2631578947
inquired	3	100.0
shepherdess	6	100.0
tempura	-3	100.0
denotes	3	100.0
enjoyment	0	52.8
inquires	0	50.0
occurs	0	50.8771929825
keyboardsynthasizer	-3	100.0
shotness	-3	100.0
melies	3	100.0
disemboweled	-1	66.6666666667
gf1	-3	100.0
taperecorder	-3	100.0
abnormally	-3	100.0
poignantly	3	90.9090909091
upwhom	-3	100.0
plowing	-3	100.0
definition	0	53.164556962
pairs	-1	64.2857142857
erbs	-3	100.0
outblack	3	100.0
gurning	-6	100.0
testament	0	65.8536585366
existential	1	77.1428571429
lawsuits	-3	100.0
gelwix	6	100.0
euphemism	0	66.6666666667
trekkie	0	50.0
ogrodnikripe	-3	100.0
brutally	0	53.0612244898
soderwhatsit	-3	100.0
nynkes	3	100.0
narcissus	3	100.0
scuffling	-3	100.0
firsts	6	100.0
doubledateblind	3	100.0
ahalf	-3	100.0
benedict	0	69.2307692308
arlington	-1	73.3333333333
cradles	3	100.0
moderately	-2	84.6153846154
heartedness	3	100.0
ferell	-3	100.0
bigscreen	0	64.2857142857
hallowed	-6	100.0
bedridden	0	55.5555555556
malèna	3	100.0
dfi	3	100.0
shurikenthrowing	3	100.0
hallowen	3	100.0
