id	sentiment	words
"3587_3"	0	"How can they from Joe Don Baker (as Bufford Pusser in the first sequel) to Bo Svenson (as Bufford Pusser in the second sequel).Why did they do that for.Just Because Bo Svenon look more a like to Bufford Pusser they still should'nt of changed it because the first sequel it was Joe Don Baker as Bufford Pusser and that one of the thing i wanted to see in the second sequel.<br /><br />I would've given this movie a 7 out of 10 and i would've given it a 1 out of 10 if the story did'nt have anything to do with Bufford Pusser's life but it did and that why i had given this movie a 3 out 10.<br /><br />I strongly suggest that anyone who is planning on watching this cheese i suggest don't and watch the first sequel instead."
"3473_9"	1	"I admit I had some trepidation when I first saw the previews for this film. Was VH-1 treading on hollow ground here? I mean, Harris and Quinn don't really look or even sound like John or Paul. But I have to admit, this film really surprised me. It's far from the exploitation film I expected. Instead, it's a character study, a low-key, whimsical, and ultimately bittersweet look at friendship, and the ultimate lesson we all learn: it's hard, if not impossible, to capture what we once had, and what has passed us by."
"11795_10"	1	"I will never forget this film or the events that lead up to Jonestown in Guyana. It just seems so tragic but needs to be told. Powers Boothe give a commanding performance as the leader Rev. Jim Jones from obscurity until total madness. It would have won him an Academy Award easily if it was released in the movie theaters. It is the kind of mini-series you won't forget. You won't forget the images of the cult's brutality, control, and obsessiveness of it's leader. His rise and fall and the threat from the outside world to destroy what he considered to be paradise. The mass suicide is horrifying, almost unreal to anybody's imagination as to why so many people (900+) went willingly or resisted JOnes' orders. They don't make mini series like these anymore where we're left with out mouths open and hungry to know what happened to the others."
"9232_1"	0	"Maximally manipulative Anabel Sims (Betsy Drake) sets out to trap her ideal man, aided by her co-worker, Julie. Esteemed pediatrician Madison Brown (Cary Grant) goes from bemused to betrothed in the space of 90 minutes on film, but to the viewer it's all eternity. Can a movie receive less than one star? This one is a prime candidate."
"3639_9"	1	"This movie, to me, is about family. Jimmy Morris lived his dream not just for himself, but for his family. I can't begin to tell you how I would be able to tell my little girl that daddy was going to Kansas City to cover Priest Holmes and the Kansas City Chiefs. She'd think it was the coolest thing, like Morris' son did. Living dreams with the family is what this one is about. I think only a father who has a close relationship with his family can truly appreciate what Jimmy Morris did."
"2663_2"	0	"In an interview, David Duchovny said he hasn't been able to watch even the first hour of this film - and neither should you. The scene where he asks the owner of a house where a murder was committed if he can look around - change the name he gives and he could had lifted his performance from just about any episode of the X-Files. He's on autopilot for the whole film. Brad Pitt overacts appallingly."
"6004_10"	1	"The entire 10:15 minute presentation is done in a very non-threatening and non-medical way that even preteen children can easily understand. It dispels many of the myths surrounding menstruation that were going around in those days (1946) While sex is not explicitly mentioned, the part about fertilization is. This is also, purportedly, the first Hollywood production to ever use the word \"vagina\" in the dialogue.<br /><br />It is cute how the animated character is shown topless in the shower in a purely animated character way with no defining features as was the way of the day. Many of the Betty Boop cartoons showed her undress without revealing any defining features either. Max Fleischer was a bit of a card and did this with many of the Betty Boop cartoons which required frame-by-frame viewing to find them.<br /><br />There is no mention at the beginning or end of the film as to who the female narrator is. In fact, there are no credits whatsoever other than those mentioning Kotex and Kimberly-Clark Corporation.<br /><br />This title is nearly impossible to attain; but for those who are Bittorrent downloaders, it can be found out there in the ether. This is one of those \"keepers\" that will become increasingly hard to find as older short subject features fade into obscurity."
"5923_4"	0	"During the Civil War, there were many cases of divided loyalties; obviously, many occurred \"In the Border States\", where North met South by happenstance of geography. From the border, young father Owen Moore goes off to join the Union Army. Shortly, Confederate soldier Henry B. Walthall, separated from his regimen, wanders onto the enemy's property, desperate for water; he finds a supply where the Unionist's young daughter Gladys Egan sits. When the Yankee soldiers track him down, Little Gladys innocently helps the Confederate hide. Later, when he returns to kill her father, the little girl's kindness is remembered. A sweet, small story from director D.W. Griffith. Location footage and humanity are lovingly displayed. <br /><br />**** In the Border States (6/13/10) D.W. Griffith ~ Henry B. Walthall, Owen Moore, Gladys Egan"
"8141_1"	0	"Watching It Lives By Night makes you wonder, just who in the world greenlit this crap. A newlywed couple go spelunking on their honeymoon, get attacked by bats and the husband starts to run around in his pajamas attacking various people. And where exactly are they? They're in the desert, then they're skiing, then they're in a small town that looks like it has mountains nearby. The town is run by a sheriff who likes to watch and has a personal vendetta against whiny doctor boy. The ski hospital is run by a really groovy guy with a nice thick mustache and the wife looks like Mary Tyler Moore or Marilyn Quayle. There's no dramatic tension and the ending will leave you filled with anger. Special effects and makeup guru Stan Winston did the effects for this movie. I guess you have to start somewhere."
"11606_10"	1	"For a mature man, to admit that he shed a tear over this film is a mature response, to a mature film.<br /><br />If one need admit more then perhaps one could say that, \"Life\" can never be the same, after viewing such advent for it has moved us to the next level.<br /><br />"
"306_1"	0	"Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!!1"
"7280_10"	1	"of watching this as a child. Although I'll probably find it god-awful now, it was kind-of spooky stuff as I was only seven or so. I also recall working on a Saturday-afternoon puzzle while watching it, so I wasn't really paying much attention. However, the scene with the rolling boulders has been burnt into my mind ever since. I've asked numerous people if they've seen this flick but to no avail. 12 years ago, one person mentioned that, possibly, he had seen it, but he thought it merely a dream; a fanciful piffle like wind. It's no dream, my friend. No dreaming now. Again, I haven't seen it since then, but I can't wait to find a copy and stuff it into my VCR. Anything that can stay embedded in my mind's eye for 23 years deserves a '10'."
"9318_9"	1	"Red Skelton was still another major star who made the transition from movies to television with ease.<br /><br />His shows certainly brought a laughter to the American households of years back.<br /><br />He would begin the show with an opening monologue. Afterwards, we would have a variety of characters. Remember Gertrude and Heathcliff in the monologue? How can we ever forget San Fernando Red? I remember one episode where as a king Red introduced his queen by referring to her as your fatness.<br /><br />Go know that Red would use his comedic talents to really hide from his tragic life. He lost a son to leukemia at age 11 or so. His wife, Georgia, died by suicide."
"9640_9"	1	"Most Hollywood movies fail to capture the full range of experience of teenagers. This film demonstrates exactly how to do it right. It combines elements of humour, suffering, rebellion, etc. in a way that is comlex & sympathetic. The ending could be a bit clearer, but the fact that the director doesn't spell everything out for you in advance before coming to the conclusion means that this film assumes a more intelligent viewer."
"11187_2"	0	"The orders fatal flaw-besides an asinine plot-is that the character's simply don't resonate or even react.<br /><br />Two examples: A priest, walking through a graveyard late at night, is suddenly attacked by ghostly spirits. After fighting them off, he calmly resumes his walk when his buddy come up. \"Anything wrong?\" His buddy asks, having seen the attack. \"Just some demonic spirits-nothing I couldn't handle.\" No reaction, no surprise, just like he'd changed a tire. His buddy is equally unconcerned... must be standard priest training... [\"And then you put the wafer into their mouths. Any questions? Ok, moving on, Demon Spirit attacks...\"]<br /><br />Example two: At one point the priests need an answer to a question, and only a demon (or something, who cared by now) could provide it. How? Why, you have to ask a dying man! So the demon has some random person hung in front of the two priests so they can ask their question to the thrashing, gasping man. \"Hey, don't kill him!\" or maybe \"That's not nice!\" would have been more realistic then their response. They never ask that they let the man go or stop-in fact, the closest to reacting they get is mild annoyance. They ask their question and go.<br /><br />I had to shut it off at that point-my brain was starting to atrophy.<br /><br />Avoid<br /><br />* / **** (one star out of four)<br /><br />"
"11545_4"	0	"This UK psychological thriller is known in the United States as CLOSURE. Exploitation of X-Files' Gillian Anderson, who plays an attractive middle aged businesswoman of substance named Alice. She must attend a business party and invites Adam(Danny Dyer), who just installed a security system for her, to be her escort. On the way home, speeding through the woods on a narrow lane, Alice's auto collides with a deer. After pulling the wounded animal off the road, the couple is savagely attacked by a drunken gang of thugs. Adam is beat to a pulp; Alice is gang raped and both are emotionally and physically devastated by the ruthless attack. When the identities of their attackers are discovered, Alice and Adam set out to exact revenge...brutal revenge. The couple at times find themselves at odds on how to deal with the ruthless attackers. Their final decision is to avenge with no mercy. Let there be no mistake, payback IS hell. Also in the cast: Anthony Calf, Ralph Brown, Francesca Fowler and Antony Byrne. Brutal violence, disturbing images, nudity and graphic rape."
"5219_7"	1	"Gere and Danes star as 2 workers for the department of public safety who keep track of released sex offenders. Gere, who plays Babbage, refers to them as his flock. Gere is an over obsessed vigilante whom is on his way out. He is training, new comer Allison, to take over his job. Gere sees his flock as very sick, disturbed puppies. He asks them questions that are not on the list, and tries to act like the police and solve crimes. He keeps getting warned for this behavior, hence the reason he is being replaced. During his final few days on the job, a young girl goes missing, and Babbage is sure it is one of his flock whom has gone astray. Him and Allison narrow a list down and discover some of the offenders have gone AWOL. So, he decides that he needs to track the missing girl down rather than help the police. That part is a little far fetched.<br /><br />There is some sick, twisted stuff shown in this film. Like when Babbage and Allison go to this building where a bunch of sick people do disturbing things to each other. Also, there are the people who kidnapped the girl. At the end of the film, we see what sick freaks they are. However, I wouldn't call this movie excessive because not really much is shown on film.<br /><br />FINAL VERDICT: If you like thrillers and films about serial killers and cops chasing killers, then you will like this."
"3304_3"	0	"Greenthumb Grace is left penniless after her husbands death so she turns to ganja-growing in order to pay the bills. It sounds promising and the ever-reliable Brenda Blethyn doesn't disappoint but the material is sitcom-thin. There's actually a scene where Grace asks her young gardener to \"Give me one\" (a toke) and he thinks she's asking for sex and acts all awkward. Yes, it's humour so twee a nun would be bored. Saving Grace doesn't seem to know what it wants to be: the stunning cinematography and stately pace evoke memories of Ryan's Daughter whilst the light-hearted whimsy of the country townsfolk could be lifted from any episode of Antiques Roadshow. It does speed up after the first hour but by then it's too clichéd to care. The climax manages to be unpredictable only by introducing the most shameless Deux ex Machina I've ever seen."
"11872_1"	0	"The only way this is a family drama is if parents explain everything wrong with its message.<br /><br />SPOILER: they feed a deer for a year and then kill it for eating their food after killing its mother and at first pontificating about taking responsibility for their actions. They blame bears and deer for \"misbehaving\" by eating while they take no responsibility to use adequate locks and fences or even learn to shoot instead of twice maiming animals and letting them linger."
"9974_3"	0	"I have to admit I've caught this one a few times on the USA Network. There's just something about the, well, sheer stupidity of this flick which makes me want to watch it whenever it's on. Yes, you're right about the sub-par acting, the plot which only an seven year old could like, etc. But I can't help feeling sympathetic toward some of the actors. Then again, a few of these actors signed up for the even more atrocious sequel."
"3986_10"	1	"I am a college student studying a-levels and need help and comments from anyone who has any views at all about the theme of mothers in film, in the mother. Whether you have gone through something similar or just want to comment and help me research more about this film, any comment would much greatly appreciated. The comments will be used solely for exam purposes and will be included in my written exam. So if you have any views at all, im sure i can put them to use and you could help me get an A! I am also studying 'About a Boy' and 'Tadpole' so if you have seen these films as well, i would appreciate it if you could leave comments on here on that page. Thank you."
"8402_10"	1	"THE VAN is a simple teensploitation picture made especially for the drive in that goes out of it's way to make you feel comfortable, providing many opportunities to laugh and cry with your friends. Danny Devito has a small yet plentiful role as the manager of a car wash and almost steals the show! All the leads are well acted, the characters complex and the directing quite competent for this type of picture. A Crown International Release."
"8538_10"	1	"This film lingered and lingered at a small movie theater in town, and the word-of-mouth buzz got me to see it. A comedy about disabled people - the subject matter keeps lots of people away from a funny and heart-warming film."
"4677_1"	0	"What a load of Leftist Hollywood bilge. This movie glorifies mutiny as brave and noble if it be for pacifist principles. The fairytale ends with the pacifist character, played by Danzel Washington, actually getting promoted for his treason. What is it with these Hollywood tools? Is this still payback for McCarthyism?<br /><br />If I sound cynical it's because I am fed up with movies hawking a political agenda. The military brass in this movie are portrayed as, what else? Gung-ho war mongers. Sound familiar? Ever see a movie where the CIA or any government agency is not evil? Think about it. Yet again, Crimson Tide stresses the point. The Hackman character, U-boat captain Ramsey, comes across like a raving lunatic, until the very end when, of course he comes to his senses, does a complete 360, renounces his blood lust, suggests a promotion for the treasonous Ron Hunter, and repents by retiring from the service. A guy mutinies, takes command of your boat, puts the U.S at grave risk of receiving a nuclear first-strike, and you promote him???? What hogwash!"
"646_1"	0	"i saw this film by accident and this movie was an accident...well it must of been. blonde women being stalked,the villain appearing then disappearing getting from one place to another in minute's then disappearing and reappearing,hiding.he was'nt even a super hero so i don't know how he did it.he could'nt frighten a cat and that's not hard to do.<br /><br />the old \"mirror in the bathroom\"is just not scary anymore in fact it stopped being scary years ago. you had the cop on the trail of the villain,another cliché(played by idris elba with a very convincing American accent,he's from London) the director did'nt have a clue and has made a film full of cliché's and make's \"scary move\"which was a COMEDY look scary. pathetic!"
"3483_2"	0	"Surviving Christmas (2004) Ben Affleck, James Gandolfini, Christina Applegate, Catherine O' Hara, Josh Zuckerman, Bill Macy, Jennifer Morrison, Udo Kier, D: Mike Mitchell. Dumped by his girlfriend, a hotshot yuppie doesn't want to be left alone on Christmas so he decides to return to his boyhood home, imposing on the dysfunctional family that now lives there and bribes them to pose as his family. An obnoxious and one-dimensional performance by Affleck, who mainly acts with a flashy smile, makes his character come off as a mentally unbalanced creep, but Gandolfini and O' Hara breathe some life into this mess. Even for farce, its silliness is lumbering, not much makes sense from scene to scene, and its sentimental messages are as phony as Affleck's grin. 91 min., rated PG-13. * ½"
"1285_1"	0	"Born, raised, and educated in Scotland, I was appalled at this disgusting portrayal of a man who was no more nor less than a cattle rustler. Worse yet, the thread of the entire movie was sex in one form or another, by implication or verbally. To view it, one would think that 18th century Scotland was populated by a bunch of sex perverts and homosexuals. Lange was a joke acting as the \"young\" mother at age 49 but Liam Neeson was even worse! Taking a \"bath\" in a Scottish loch is NOT commonplace as they portrayed him - but, it did give them yet another opportunity to demonstrate how sexually driven we were. Save your money and watch Pinnochio."
"3263_4"	0	"This is the second British Rank film to adapt the stories of Sommerset Maugham to film. All but one story from 'Quartet' does not travel well into the contempory era; and the actors speech is decidedly \"clipped\", as only British pre-1950's actors delivery can be. In anycase 'Trio' seems tighter and more filmic than the first film adaptation.<br /><br />One of the problems these two films can't overcome is that their source material was written 25-30 years prior to the films. Consequently, by the 1950's Maughm's (pre-war) popularist \"small morality\" storyteling seemed rather quaint, if not downright coy."
"10089_7"	1	". . . or type on a computer keyboard, they'd probably give this eponymous film a rating of \"10.\" After all, no elephants are shown being killed during the movie; it is not even implied that any are hurt. To the contrary, the master of ELEPHANT WALK, John Wiley (Peter Finch), complains that he cannot shoot any of the pachyderms--no matter how menacing--without a permit from the government (and his tone suggests such permits are not within the realm of probability). Furthermore, the elements conspire--in the form of an unusual drought and a human cholera epidemic--to leave the Wiley plantation house vulnerable to total destruction by the Elephant People (as the natives dub them) to close the story. If you happen to see the current release EARTH, you'll detect the Elephant People are faring less well today."
"5499_10"	1	"I had no idea of the facts this film presents. As I remember this situation I accepted the information presented then in the media: a confused happening around a dubious personality: Mr. Chavez. The film is a revelation of many realities, I wonder if something of this caliber has ever been made. I supposed the protagonist was Mr.Chavez but everyone coming up on picture<br /><br />was important and at the end the reality of that entelechy: the people, was overwhelming. Thank you Kim Bartley and Donnacha O´Briain.<br /><br />"
"8527_8"	1	"Allow me to just get to the bottom line here: I've got 3 kids, ages 5 to 10. I consider a trip to the theater a success when there are no talking animals. I've seen most of the children's videos in our collection at least 72 times. I can tell you when the film gets reversed in The Wizard of Oz, the over-18 sexual joke in El Dorado and the tragic flaw with the ending of Rudolph the Red-Nosed Reindeer. I could probably storyboard Nemo from memory alone.<br /><br />What makes me support the one child of mine (it varies) who suggests this title for the family movie of an evening? In a word: Showerman.<br /><br />Moment of silence...<br /><br />*sigh*"
"8643_7"	1	"This Was One Scary Movie.<br /><br />Brad Pitt Deserved an Oscar for this.<br /><br />A traveling novelist (played by David Duchovny of the X-Files fame) and his girlfriend pick up two hitch-hikers(Juliette Lewis and Brad Pitt) on their way to California. <br /><br />On their way they stop at infamous serial killer murder scenes to photography the scenes for an upcoming book Duchovny's character is working on, little do they know that the most disturbed serial killer in the history of the country is sitting right next to them in the same car."
"11279_10"	1	"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a \"10\" in my collection of films."
"8977_1"	0	"A female country singer nicknamed \"Big T\"--seriously, that's what they call her--risks her budding musical career and her life by falling into the company of a sleazy drunkard (Busey) who wants to be her manager. His mother committed suicide, his father's an alcoholic as well, and he has a violent temper. You can imagine where that leads. In the meantime, there's music aplenty, as Parton, with her fluid vocal talents, belts out song after song (at least half a dozen of them about Texas). Steer clear of this mess and check her out in NINE TO FIVE or STEEL MAGNOLIAS instead."
"6006_10"	1	"When I saw this as a child, it answered all of my questions and dispelled any fears or misconceptions that I had. It is easy to watch because it is animated, which makes it unthreatening. It has no moral bias or \"preachy\" aspects, so nobody should have any objections to it. It is a pleasant film that simply gives the facts of menstruation in a reassuring, \"matter-of-fact\" way. I hope to show it to my daughter."
"10626_1"	0	"this documentary is founded on sponge cake as soon as you put any REAL evidence on it the integrity slowly sinks into a big pile of crap for example Bart Sibrel claims they must have had multiple lighting sources because the shadows appear to be crossing if this were the case wouldn't there be two or more shadows for each object when Apollo 11 went through the van Allan radiation belts they spent 30 Min's there not the 90 Min's claimed in the documentary and they received a dose of radiation more equivalent to that of an an x ray.<br /><br />seriously do some research learn what really happened don't let this pile of crap of a documentary mold your opinion of what really happened"
"868_3"	0	"Instead, go to the zoo, buy some peanuts and feed 'em to the monkeys. Monkeys are funny. People with amnesia who don't say much, just sit there with vacant eyes are not all that funny.<br /><br />Black comedy? There isn't a black person in it, and there isn't one funny thing in it either.<br /><br />Walmart buys these things up somehow and puts them on their dollar rack. It's labeled Unrated. I think they took out the topless scene. They may have taken out other stuff too, who knows? All we know is that whatever they took out, isn't there any more.<br /><br />The acting seemed OK to me. There's a lot of unfathomables tho. It's supposed to be a city? It's supposed to be a big lake? If it's so hot in the church people are fanning themselves, why are they all wearing coats?"
"11246_8"	1	"Breaking Glass is a film that everyone aspiring to be in the music industry should see more than once. It is a very dark tale about the way a record company manipulates a singer to do things their way and to make as much money out of her as possible. Looking at some of today's 'search for a star' style TV shows on both in the UK and abroad I am always reminded of this film. Though not an expert on the subject, the winners of these shows tend to have one very big initial hit and then its downhill from there. This film predates these shows though the effect seems the same. After getting rid of her manager, played quite brilliantly by Phil Daniels, slowly but surely the record company changes her lyrics puts her on stimulants and she is eventually totally burnt out. You potential stars of tomorrow.... WATCH THIS AND BEWARE !!!"
"6394_10"	1	"Carl Brashear (Cuba Gooding, Jr.) was born to sharecroppers in the deep south. He joins the navy, whereupon he tells his father he will be back. The father gives him an old radio, and Brashear leaves on the navy bus. The Most valuable thing his unemotional father taught him was, \"Never quit\". After a recommendation from a white commander Powers Boothe), who admires his drive and guts, he gets sent to Navy diving school at Bayonne, NJ. He endures harassment from his pals in uniform and from his trainer, Chief Navy Master Diver, Billy Sunday (Robert De Niro), and from the commanding officer, called pappy, (Hal Holbrook, who \"has almost as many loose screws as an old car\". They all want to make him drop out, and the prejudice is quite fierce.The dangers of diving prove a further setback when he loses a leg due to an accident on board ship. Despite this setback, he tells his wife that he will train and achieve his objective, and with the help of Billy Sunday, (now both joined in commiseration in their sufferings), they train and he is able to become the first black Navy diver with his artificial limb despite the skepticism of a highly mocking and doubtful captain at the Navy Department hearing in Washington, DC to determine if he meets the criteria. An inspirational movie, showing that determination can overcome all odds."
"11787_2"	0	"HORRID!!<br /><br />The special effects make the TV version of \"Tremors\" look real!<br /><br />No one in the cast can act.<br /><br />Kind of like the '62 \"Voyage to the Bottom of the Sea\" meets the cartoon ocean going electric eel cartoons."
"6842_7"	1	"Brian De Palma's undeniable virtuosity can't really camouflage the fact that his plot here is a thinly disguised \"Psycho\" carbon copy, but he does provide a genuinely terrifying climax. His \"Blow Out\", made the next year, was an improvement."
"11611_9"	1	"Japan 1918. The story of 16-year old Ryu begins with the death of her father. As it will be revealed later, both of her parents have died of tuberculosis. In this desperate situation Ryus aunt has arranged a marriage with a Japanese man in Hawai, whom they know only from its picture. By her arrival in Hawai ryu discovers that her new husband is much older as in the photograph ,and that he lives in very humble circumstances beside a sugar cane plantage were he works on. Ryu not used to the hard labour on the plantage and in despair over her situation in her new home thinks of running away. She soon discovers that she has nowhere to go. The friendship to Kana, a female co-worker of hers, gives her new hope and strength. This picture is based on real events between 1907 and the 1920s, when thousands of Asian woman were married off to men in America, whom they only knew from their picture. This not very well known picture is well written and acted. The location is breathtaking. This film also features Mifune Toshiro in his very last screen appearance as a Benshi (narrator of silent movies). This film gives some insight of Japanese culture here and across the ocean. A must see!"
"12365_7"	1	"I'm surprised that no one yet has mentioned that there are two versions of this same film. The lion's share of the footage in both is identical, but here is where they differ: In one version (the version I have seen most often on broadcast TV), the group of clerics guarding the gateway consists of the \"Brotherhood of the Protectors\", a (fictional) splinter group of priests and brothers \"excommunicated\" by the Church. In the other version, which I've seen only once on TV, the clerics guarding the gateway are depicted as priests of the official Church, meaning the Archdiocese of New York (or perhaps Brooklyn). Also, in the former version, in most of the pertinent scenes, the clerics are referred to as \"brothers\" (and in some scenes, you can see where the lips say \"Father\" so-and-so but the dubbed audio says \"Brother\" so-and-so. In the latter version, I believe everyone is referred to as \"Father\".<br /><br />In any event, it seems that one of these two versions is more or less a partial re-shooting of the other, with all \"Brotherhood of the Protector\" scenes re-shot as \"Archdiocese\" scenes, or vice versa. (Kind of reminds me of the Raymond Burr cutaway scenes in \"Godzilla\"). I have videotaped both versions off broadcast TV, so no, I'm not imagining this. Can anyone shed some more light on the story behind these two versions of the film?"
"3144_1"	0	"Shallow, shallow script ...stilted acting ...the shadows of boom mikes lingering over the actors' heads in scenes ...worth watching because Kate Mulgrew plays the most selfish mother in TV movie history and it's all before Ben Affleck got his teeth capped."
"10382_10"	1	"As with all the other reviewers, this movie has been a constant in my mind after 30 years. I recall going to the library researching all that I could on this story. I even wrote to the PBS station for more information. Despite all this, all I was able to find out was that it was a story printed in a newspaper in the early part of the 1900s.<br /><br />Fastward to 2002, after years of searching ebay for on a weekly basis and there it was, a VHS copy of the movie. There was one other bidder but I was determined to win this movie. The losing bidder wrote me asking for a copy which I gave her. Despite owning a copy, I still searched and searched finally finding a site that sold a DVD copy of the movie. You can find it at: http://www.johntopping.com/Harvey%20Perr/War%20Widow/war_widow.html"
"7513_3"	0	"What can I say? I think I have to write \"Spoiler alert\" and then \"reveal\" they used the F-word a LOT in this movie - like in every two sentences. I did not like this movie at all - too much hints on sexual perversions, sidesteps and cheating. And that swearing was totally out the window. I gave this movie \"3\" and two of those points are for Mira Sorvino's sexy movements on the dance floor."
"2189_2"	0	"This movie tells the tender tale of a demented scientist who, after his fiance is decapitated, goes around ogling strippers so that he can find a suitable body to attach her noggin to. Everyone in this movie exudes more slime than a snail, particularly our protagonist."
"9248_3"	0	"We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel."
"9120_10"	1	"This film speaks a universal language; one can relate it to the self, community, society or the wider world. It has a way of not only opening up several questions but also setting one in pursuit of discovering and asking the right questions in order to get to that point of self conviction / ownership. The portrayal of the stereotypes within the film addresses the archetypes around us which must be recognised as being the repeating cycle of destruction, the opposing force of innovation, creativity and growth. The factors which disturb the natural flow of things must be made apparent and tackled. The Idea, is definitely a film to be experienced and not just viewed as it taps into one's internal voice / conscience through the looking, it makes one feel as opposed to just watch."
"9680_1"	0	"Greenaway seems to have a habit of trying deliberately to disgust his viewers. This film opens with incest--and purposeless, meaningless, casual incest at that. That's Greenaway's big problem. He prefers parlor tricks to shock over actually doing anything meaningful. Technical skill isn't enough. He's just a bit perverse for the sake of perversity."
"6694_1"	0	"I actually had hopes for this movie since I've seen Kari in a few other things and think she has some talent. Alas, this dud is a case study in what not to do in a screenplay. Completely undefined characters without a shred of likeability, and no plot whatsoever. Is it a road/buddy/comedy/thriller/romance/drama? The filmmakers don't have a clue, and neither do we."
"2107_3"	0	"Bela Lugosi plays Dr. Lorenz who loves his wife so much that he will do anything to keep her young. This film starts off with a wedding as the bride is about to take her vows she suddenly collapses. She is pronounced dead and taken away by undertakers. Trouble is that these are not real undertakers but body snatchers. A wave of bride deaths at the altar and their body disappearing confounds the police. Enter reporter Patricia Hunter to solve the case. She does track down Dr. Lorenz but he also decides to use her youth to keep his wife young also."
"2913_7"	1	"\"This Man's Navy\" is, as other comments have indicated, a rare and well-filmed look at Navy lighter than air (LTA) activities. The LTA crews were justly proud that the convoys they shadowed never lost a ship to submarine attack. And the filming at the various NAS locations give a valuable glimpse at a type of aviation that is long gone. However, the first half of the movie is all about Beery, his relationship with his service pals, and him meeting the Tom Drake character and his mother, and getting Drake's leg fixed. Only then does the second film start. The second film is mostly LTAs in action, taking on a surfaced sub, guys get killed and much damage is caused. The look is fairly gritty and realistic, I imagine. Then we shift to Southeast Asia. Did the Navy have LTAs there? Never mind, this part is really wild, with a blimp being used to extract some downed aircrew from the jungle. And the Japs are shooting like mad. Shades of Vietnam, except the getaway is oh, so leisurely. This is a blimp we're talking about. In the end, a feel-good WWII drama about a very unusual part of the war."
"1121_7"	1	"Here's a real weirdo for you. It starts out with another take-off on the PSYCHO shower scene, on campus, then gets crazier when several coeds and their doofy boyfriends head south for Spring Break. The trouble starts when they drive into the redneck county ruled by homicidal Sheriff Dean. One of the college cuties wanders into the woods, witnesses a murder by the sheriff and has her head blown open. Then it's lets-rip-off MACON COUNTY LINE-time as Dean stalks, traps and slaughters the witless witnesses one by one. Tony March is on-target as the evil, shotgun-happy Dean. The movie's overall tone is truly disturbing. The ending is so abrupt you almost think the director ran out of film; it's also a study in despair. SHALLOW GRAVE is a must for misanthropes, misogynists and nihilists the world over."
"5556_10"	1	"Tom and Butch Cat fight over the capture of Jerry Mouse because the one who doesn't catch Jerry gets kicked out. The two cats dress in their master's clothing to disguise themselves and lets the other have it! Confused, Tom and Butch whack their master's rear and all three of them get kicked out."
"12057_10"	1	"I saw this film on television years ago, but here several years after, I wake up in the morning, and still remember her face.<br /><br />This film is the most profoundly terrifying film I have seen."
"7378_8"	1	"After watching this film last night on Sundance, I realized that much of Nakata's style was first done in this film. Here we have many of the same elements of the RINGU series, especially the idea of the media being the source of the supernatural. Instead of the cursed videotape, we instead having a haunted studio and strange images appearing on film. In fact, the strange images appearing on film brings immediately the cursed videotape in RINGU to mind. The only thing missing was the obsession to water that runs through Nakata's later films. The final scenes are quite chilling, with a bit of a nod to Murnau, what with the door opening by itself ands the ghost entering the room, reminds me immediatly of<br /><br />NOSFERATU. A chilling movie that will make think twice about going up to a catwalk."
"4765_7"	1	"A priest who has abandoned his ministry meets a young man who has just been ordained.<br /><br />This movie is about the cruel dilemma between a life dedicated to God and faith and a life of more earthly pleasures. In post war France it is also about the mortal aspect of Faith itself.<br /><br />This may not be the movie of a lifetime but it is a sin to have allowed it to fall in oblivion. Besides, Pierre Fresnay is sublime."
"6791_1"	0	"This is a movie about animal cruelty. Under the guise of a marathon race, we see depictions of extreme animal abuse, including literally running a horse to death IN SLOW MOTION. The guy who did this then has his conscience spiritually cleansed by the flames from the burial/burning of the horse, which of course is still dead, having been tortured to death. This is one of the sickest, slimiest movies I've ever had the displeasure of viewing. As Gene Hackman and James Coburn near the finish line on their DYING animals, we're supposed to admire their spirit for finishing the race. I'd like to put the producers and director in a marathon race; I'll decide when they're finished, probably about 20 minutes after they stop breathing."
"9196_10"	1	"Kimi wa petto is a cute story about a girl who one day finds a boy inside a box that is outside her apartment one day. She decides to bring him in and fix his cuts. She then leaves a note for him to eats some food she made then go home because she had to go to work. When she gets home however she finds that he is still there. He tells her that he wants to live there with her like a brother or cousin. In desperation to get him to leave she tells him that if he became her pet then he could stay. And as a pet she says that he would have no rights and do whatever she told him. (not in that perverted way!) To her surprise he agrees and from then on he is known as Momo, her pet."
"9399_4"	0	"The threesome of Bill Boyd, Robert Armstrong, and James Gleason play Coney Island carnys vying for the hand of Ginger Rogers, a working gal who sells salt water taffy. With the outbreak of World War I, the threesome enlist and pursue Ginger from afar. The first half of this RKO Pathe production is hard going, with the three male leads chewing up the scenery with overcooked one-liners and 'snappy' dialogue that quickly grows tiresome. The second half concentrates on action sequences as the US Navy pursues both a German merchant cruiser and a U-boat. These sequences are lively and well-filmed, but overall this is an overlong and unsatisfying comedy-drama with a flat ending. For fans of the stars only."
