word	postive count	negative count	totalscore	accuracy
write	1	3	-2	0.75
ultralow	0	1	-1	1.0
strays	1	0	1	1.0
product	2	0	2	1.0
whacked	2	0	2	1.0
paintedon	1	0	1	1.0
sacrifice	1	1	0	0.5
southern	2	2	0	0.5
produce	1	1	0	0.5
remember	13	15	-2	0.535714285714
whenever	0	1	-1	1.0
futures	1	0	1	1.0
danzel	0	1	-1	1.0
kurt	0	1	-1	1.0
typical	3	3	0	0.5
noltes	1	0	1	1.0
indeed	1	1	0	0.5
displayed	0	1	-1	1.0
cotten	1	0	1	1.0
brain	1	2	-1	0.666666666667
disparities	1	0	1	1.0
cold	0	1	-1	1.0
still	19	9	10	0.678571428571
birds	0	1	-1	1.0
ethic	1	0	1	1.0
curly	0	1	-1	1.0
reacting	0	1	-1	1.0
forms	2	1	1	0.666666666667
window	0	2	-2	1.0
nod	1	0	1	1.0
lumbering	0	1	-1	1.0
1955	0	1	-1	1.0
1954	1	0	1	1.0
bilko	0	2	-2	1.0
1950	1	0	1	1.0
half	9	6	3	0.6
not	96	69	27	0.581818181818
now	13	7	6	0.65
hall	0	1	-1	1.0
nor	3	1	2	0.75
wont	5	3	2	0.625
prospero	1	0	1	1.0
james	2	7	-5	0.777777777778
picturebr	1	0	1	1.0
wong	1	0	1	1.0
entirely	0	1	-1	1.0
em	0	1	-1	1.0
el	1	0	1	1.0
rodential	0	1	-1	1.0
ed	1	0	1	1.0
worriedly	1	0	1	1.0
yeah	2	0	2	1.0
kana	1	0	1	1.0
replay	0	1	-1	1.0
ex	0	1	-1	1.0
year	5	4	1	0.555555555556
ubiquitous	1	0	1	1.0
happen	4	3	1	0.571428571429
monitors	0	1	-1	1.0
fu	0	1	-1	1.0
pufnstufs	0	1	-1	1.0
shown	9	0	9	1.0
opened	0	1	-1	1.0
space	0	2	-2	1.0
amateurishly	0	1	-1	1.0
furthermore	2	0	2	1.0
looking	7	5	2	0.583333333333
rational	1	0	1	1.0
showroom	0	2	-2	1.0
receiving	0	2	-2	1.0
shows	20	7	13	0.740740740741
inevitably	1	0	1	1.0
cary	0	2	-2	1.0
carr	1	0	1	1.0
cars	1	0	1	1.0
carl	2	0	2	1.0
inevitable	1	0	1	1.0
card	1	0	1	1.0
care	3	10	-7	0.769230769231
transition	2	0	2	1.0
unsung	1	0	1	1.0
british	4	7	-3	0.636363636364
honest	0	2	-2	1.0
palaces	0	1	-1	1.0
invitation	1	0	1	1.0
promotion	0	1	-1	1.0
support	5	4	1	0.555555555556
blind	1	1	0	0.5
flying	0	1	-1	1.0
xo	0	1	-1	1.0
striking	1	0	1	1.0
yourself	2	2	0	0.5
directly	2	0	2	1.0
impossible	5	2	3	0.714285714286
message	8	1	7	0.888888888889
drove	0	1	-1	1.0
tomorrow	1	0	1	1.0
sheer	1	1	0	0.5
silent	2	0	2	1.0
caught	4	1	3	0.8
breed	0	1	-1	1.0
households	2	0	2	1.0
tragic	8	0	8	1.0
dunces	1	0	1	1.0
friend	3	1	2	0.75
mostly	1	0	1	1.0
that	238	143	95	0.62467191601
brains	1	1	0	0.5
appreciated	1	0	1	1.0
television	8	1	7	0.888888888889
optimism	1	0	1	1.0
movingly	1	0	1	1.0
sublime	1	0	1	1.0
contempory	0	1	-1	1.0
13th	0	1	-1	1.0
decapitated	0	1	-1	1.0
distorted	0	1	-1	1.0
anger	1	1	0	0.5
nuanced	1	0	1	1.0
nuances	1	0	1	1.0
deux	0	1	-1	1.0
objective	2	0	2	1.0
begin	4	1	3	0.8
alquida	1	0	1	1.0
price	0	2	-2	1.0
neatly	0	1	-1	1.0
importantly	1	0	1	1.0
expertly	2	0	2	1.0
america	4	1	3	0.8
forever	3	0	3	1.0
uss	0	1	-1	1.0
tooth	0	3	-3	1.0
slaves	1	0	1	1.0
professional	7	0	7	1.0
typically	0	1	-1	1.0
anagrambr	1	0	1	1.0
german	1	2	-1	0.666666666667
discovered	0	1	-1	1.0
highlyqualified	0	1	-1	1.0
geography	1	1	0	0.5
aint	1	1	0	0.5
echance	0	1	-1	1.0
title	16	3	13	0.842105263158
skits	1	0	1	1.0
only	36	23	13	0.610169491525
cannon	1	0	1	1.0
truly	5	0	5	1.0
cannot	1	3	-2	0.75
postintolerance	1	0	1	1.0
roadster	1	0	1	1.0
imbecile	1	0	1	1.0
husband	4	4	0	0.5
burst	1	0	1	1.0
physically	0	3	-3	1.0
europeans	0	2	-2	1.0
israeli	1	1	0	0.5
phillimines	1	0	1	1.0
fascinated	1	0	1	1.0
3	6	5	1	0.545454545455
between	14	13	1	0.518518518519
notice	1	0	1	1.0
blame	0	2	-2	1.0
hawai	2	0	2	1.0
comeback	1	0	1	1.0
daddy	1	0	1	1.0
temper	0	1	-1	1.0
comes	3	9	-6	0.75
nearby	0	1	-1	1.0
madness	1	0	1	1.0
maffialike	0	1	-1	1.0
learning	0	2	-2	1.0
tseriously	0	1	-1	1.0
oliver	1	0	1	1.0
cares	0	1	-1	1.0
cared	0	2	-2	1.0
dangers	1	0	1	1.0
wounds	1	1	0	0.5
stems	1	0	1	1.0
suspected	1	0	1	1.0
ruby	2	0	2	1.0
realities	1	0	1	1.0
these	25	18	7	0.581395348837
offbeat	1	0	1	1.0
judds	2	0	2	1.0
thrillers	1	0	1	1.0
coolest	1	0	1	1.0
alcoholic	0	1	-1	1.0
commander	1	0	1	1.0
bias	1	0	1	1.0
eras	2	0	2	1.0
thrills	1	0	1	1.0
worry	1	0	1	1.0
develop	2	0	2	1.0
innocently	0	1	-1	1.0
media	3	0	3	1.0
over18	1	0	1	1.0
61310	0	1	-1	1.0
document	2	0	2	1.0
noble	1	1	0	0.5
finish	0	1	-1	1.0
closest	0	1	-1	1.0
investigates	0	1	-1	1.0
mentally	0	1	-1	1.0
theater	4	1	3	0.8
traps	1	0	1	1.0
dreyers	1	0	1	1.0
severe	1	1	0	0.5
otherwise	2	1	1	0.666666666667
8½	0	1	-1	1.0
dancers	1	0	1	1.0
valuable	2	0	2	1.0
tobe	0	1	-1	1.0
actor	2	3	-1	0.6
touch	3	0	3	1.0
speed	0	1	-1	1.0
death	7	7	0	0.5
euros	0	1	-1	1.0
thinking	2	3	-1	0.6
senseless	2	0	2	1.0
desktop	0	1	-1	1.0
allude	1	0	1	1.0
treatment	0	1	-1	1.0
versa	1	0	1	1.0
baloney	0	1	-1	1.0
struck	2	0	2	1.0
real	23	7	16	0.766666666667
phelps	1	0	1	1.0
read	9	2	7	0.818181818182
gonna	1	0	1	1.0
early	4	3	1	0.571428571429
19thcentury	1	0	1	1.0
listening	2	0	2	1.0
stunt	0	1	-1	1.0
lady	1	0	1	1.0
rear	1	0	1	1.0
ruled	1	0	1	1.0
collective	1	0	1	1.0
miracle	1	0	1	1.0
oblivion	1	0	1	1.0
t	1	3	-2	0.75
output	0	1	-1	1.0
twelve	0	1	-1	1.0
oscars	0	1	-1	1.0
eddie	3	1	2	0.75
payed	1	0	1	1.0
perverse	0	1	-1	1.0
doogans	1	0	1	1.0
recorded	1	0	1	1.0
cleansed	0	1	-1	1.0
sarandon	0	1	-1	1.0
hustle	1	0	1	1.0
n64	1	0	1	1.0
assembly	1	0	1	1.0
business	1	1	0	0.5
asap	1	0	1	1.0
throb	1	0	1	1.0
sixth	1	0	1	1.0
equivalent	0	1	-1	1.0
credits	1	3	-2	0.75
1930	1	0	1	1.0
1936	0	1	-1	1.0
throw	0	1	-1	1.0
emasculate	0	1	-1	1.0
bushido	1	0	1	1.0
chop	0	1	-1	1.0
greatly	1	0	1	1.0
flashbacks	1	3	-2	0.75
researching	2	0	2	1.0
youd	1	1	0	0.5
akshays	1	0	1	1.0
elementary	1	0	1	1.0
your	25	17	8	0.595238095238
pitor	1	0	1	1.0
gungho	0	1	-1	1.0
area	1	0	1	1.0
shotgunhappy	1	0	1	1.0
removing	0	1	-1	1.0
lon	0	1	-1	1.0
stark	1	0	1	1.0
cato	0	1	-1	1.0
start	4	5	-1	0.555555555556
cats	3	1	2	0.75
stars	6	7	-1	0.538461538462
lou	1	0	1	1.0
assumes	1	0	1	1.0
overpaid	1	0	1	1.0
smuggling	2	0	2	1.0
manipulative	1	1	0	0.5
dorado	1	0	1	1.0
trying	6	7	-1	0.538461538462
embedded	1	0	1	1.0
bucket	1	0	1	1.0
sadness	2	0	2	1.0
beliefs	0	1	-1	1.0
describe	2	0	2	1.0
moved	6	0	6	1.0
1202	0	1	-1	1.0
moves	0	1	-1	1.0
nerd	0	2	-2	1.0
credibility	0	2	-2	1.0
cinematography	1	1	0	0.5
valid	1	0	1	1.0
you	118	72	46	0.621052631579
forcing	0	1	-1	1.0
dominates	0	1	-1	1.0
suited	1	0	1	1.0
torches	0	1	-1	1.0
building	2	1	1	0.666666666667
overseas	0	1	-1	1.0
misnomer	1	0	1	1.0
since	12	9	3	0.571428571429
pointing	0	1	-1	1.0
durango	0	1	-1	1.0
unrest	0	1	-1	1.0
thoughtful	1	0	1	1.0
zuckerman	0	1	-1	1.0
referring	2	0	2	1.0
gymnast	0	2	-2	1.0
1930s	1	0	1	1.0
clerics	3	0	3	1.0
dominated	1	0	1	1.0
anybodys	1	0	1	1.0
homes	1	0	1	1.0
very	37	19	18	0.660714285714
horror	4	9	-5	0.692307692308
walthall	0	4	-4	1.0
decide	4	3	1	0.571428571429
heaven	1	0	1	1.0
manager	2	1	1	0.666666666667
mile	0	1	-1	1.0
ogling	0	1	-1	1.0
doofy	1	0	1	1.0
bandits	1	0	1	1.0
streets	1	0	1	1.0
casual	0	1	-1	1.0
conscience	1	1	0	0.5
darkness	1	2	-1	0.666666666667
witnessed	0	1	-1	1.0
emotions	1	0	1	1.0
witnesses	5	0	5	1.0
multinational	1	0	1	1.0
edited	1	0	1	1.0
recruits	0	1	-1	1.0
loose	4	0	4	1.0
answers	1	1	0	0.5
kimi	1	0	1	1.0
bribes	0	1	-1	1.0
iraq	4	1	3	0.8
traumas	0	1	-1	1.0
conviction	1	0	1	1.0
cathartic	1	0	1	1.0
exceptionally	1	0	1	1.0
hims	0	1	-1	1.0
creepy	2	1	1	0.666666666667
whiny	0	1	-1	1.0
soldier	3	1	2	0.75
dureyea	1	0	1	1.0
arent	3	0	3	1.0
starrett	0	2	-2	1.0
trainer	1	1	0	0.5
family	24	6	18	0.8
virgins	0	1	-1	1.0
conventional	0	1	-1	1.0
flaws	1	0	1	1.0
takes	5	7	-2	0.583333333333
saxony	1	0	1	1.0
answered	1	0	1	1.0
revelation	1	0	1	1.0
taken	3	2	1	0.6
fishburne	1	0	1	1.0
abridged	1	0	1	1.0
surprisingly	1	0	1	1.0
broke	0	1	-1	1.0
helped	1	1	0	0.5
offender	1	0	1	1.0
pertwee	0	1	-1	1.0
nine	1	2	-1	0.666666666667
history	5	2	3	0.714285714286
f1	0	1	-1	1.0
species	1	0	1	1.0
chops	1	0	1	1.0
keatons	1	0	1	1.0
tried	1	0	1	1.0
tries	3	1	2	0.75
trier	1	0	1	1.0
purring	1	0	1	1.0
rudy	4	0	4	1.0
kunefe	0	1	-1	1.0
a	528	361	167	0.59392575928
bugs	0	1	-1	1.0
dread	1	0	1	1.0
scaring	1	0	1	1.0
comatose	0	1	-1	1.0
dream	4	1	3	0.8
help	8	2	6	0.8
hierarchy	1	0	1	1.0
soon	3	3	0	0.5
soos	1	0	1	1.0
held	1	0	1	1.0
perceptive	1	0	1	1.0
committed	1	3	-2	0.75
hell	11	5	6	0.6875
mcdonalds	0	7	-7	1.0
fanning	0	1	-1	1.0
botched	0	1	-1	1.0
reluctance	1	0	1	1.0
actually	8	11	-3	0.578947368421
assemblyline	1	0	1	1.0
heros	1	0	1	1.0
relate	2	2	0	0.5
peanuts	0	1	-1	1.0
evening	2	0	2	1.0
curtis	3	0	3	1.0
food	3	2	1	0.6
geopolitical	1	0	1	1.0
vomit	0	1	-1	1.0
foot	0	1	-1	1.0
fully	0	1	-1	1.0
althogh	1	0	1	1.0
stopped	3	2	1	0.6
apartheid	1	0	1	1.0
fairy	0	3	-3	1.0
lifestyles	0	1	-1	1.0
referred	3	0	3	1.0
coviewer	0	1	-1	1.0
dangerfields	0	1	-1	1.0
bickering	1	0	1	1.0
beyond	2	1	1	0.666666666667
event	3	0	3	1.0
mcgovern	0	1	-1	1.0
vertigo	1	0	1	1.0
robert	3	5	-2	0.625
sympathizer	0	1	-1	1.0
safety	1	0	1	1.0
7	3	2	1	0.6
issue	4	0	4	1.0
gardener	0	1	-1	1.0
rednosed	1	0	1	1.0
pub	1	0	1	1.0
reason	5	5	0	0.5
base	0	1	-1	1.0
dire	0	2	-2	1.0
dirk	2	0	2	1.0
bash	0	1	-1	1.0
pus	0	1	-1	1.0
unbecoming	0	1	-1	1.0
launch	1	0	1	1.0
americas	1	0	1	1.0
cheering	0	2	-2	1.0
american	7	5	2	0.583333333333
expecting	0	1	-1	1.0
syria	0	1	-1	1.0
undergo	0	1	-1	1.0
probability	1	0	1	1.0
runofthemill	0	1	-1	1.0
craps	1	0	1	1.0
miss	2	1	1	0.666666666667
maple	0	1	-1	1.0
horse	1	3	-2	0.75
pinned	1	0	1	1.0
station	2	0	2	1.0
scheme	0	1	-1	1.0
selling	0	1	-1	1.0
1918	1	0	1	1.0
murphys	1	0	1	1.0
jordan	0	1	-1	1.0
boredom	0	1	-1	1.0
inventing	1	0	1	1.0
1915	1	1	0	0.5
grew	2	0	2	1.0
kindly	0	1	-1	1.0
heathcliff	3	0	3	1.0
miseries	1	0	1	1.0
grey	1	0	1	1.0
purposeless	0	1	-1	1.0
bride	0	2	-2	1.0
toward	1	2	-1	0.666666666667
sentenced	1	0	1	1.0
deciding	1	0	1	1.0
headwear	0	2	-2	1.0
wasnt	6	2	4	0.75
emperors	1	0	1	1.0
novak	1	0	1	1.0
comrades	1	0	1	1.0
sentences	0	1	-1	1.0
kari	0	1	-1	1.0
vulnerable	1	0	1	1.0
lie	1	1	0	0.5
scotland	0	4	-4	1.0
camouflage	1	0	1	1.0
lit	1	0	1	1.0
labour	1	0	1	1.0
useless	0	1	-1	1.0
aired	1	0	1	1.0
caliber	1	1	0	0.5
hires	0	1	-1	1.0
afghanistan	0	1	-1	1.0
macy	0	1	-1	1.0
hired	0	4	-4	1.0
eaten	0	1	-1	1.0
raving	0	1	-1	1.0
performances	2	2	0	0.5
clear	5	1	4	0.833333333333
archers	0	1	-1	1.0
unreasonable	1	0	1	1.0
clean	1	1	0	0.5
latest	1	0	1	1.0
blend	2	0	2	1.0
stalked	0	3	-3	1.0
conspirein	1	0	1	1.0
stalker	1	0	1	1.0
current	1	0	1	1.0
northern	2	0	2	1.0
justice	1	0	1	1.0
flesh	0	1	-1	1.0
paranoia	0	1	-1	1.0
pretty	0	2	-2	1.0
hardened	0	1	-1	1.0
circle	0	2	-2	1.0
policing	1	0	1	1.0
famous	1	0	1	1.0
feels	1	0	1	1.0
picutres	1	0	1	1.0
during	9	4	5	0.692307692308
dontwatch	0	1	-1	1.0
catches	0	1	-1	1.0
glover	1	0	1	1.0
switzerland	3	0	3	1.0
x	0	1	-1	1.0
throwing	0	1	-1	1.0
plausibly	1	0	1	1.0
culture	2	3	-1	0.6
close	6	3	3	0.666666666667
locals	1	0	1	1.0
horrid	0	1	-1	1.0
pictures	2	0	2	1.0
won	1	1	0	0.5
guardian	1	0	1	1.0
probably	6	8	-2	0.571428571429
missing	8	1	7	0.888888888889
spray	0	1	-1	1.0
genre	1	1	0	0.5
both	21	5	16	0.807692307692
lookalike	0	1	-1	1.0
memorized	0	1	-1	1.0
fiance	0	1	-1	1.0
keaton	9	0	9	1.0
sensitive	1	0	1	1.0
buzz	1	0	1	1.0
protector	1	0	1	1.0
visayas	1	0	1	1.0
headed	1	0	1	1.0
whatever	1	3	-2	0.75
unfolded	1	0	1	1.0
likes	3	1	2	0.75
langs	1	0	1	1.0
catwalk	1	0	1	1.0
described	3	0	3	1.0
outstanding	4	1	3	0.8
mutiny	0	1	-1	1.0
feelgood	1	0	1	1.0
dame	0	1	-1	1.0
dialogue	2	2	0	0.5
lived	1	0	1	1.0
else	0	6	-6	1.0
anthony	1	1	0	0.5
lives	11	4	7	0.733333333333
liver	0	1	-1	1.0
airforce	0	1	-1	1.0
maguire	1	0	1	1.0
impersonating	1	0	1	1.0
wyatt	1	0	1	1.0
pace	3	2	1	0.6
while	13	6	7	0.684210526316
confederacy	1	0	1	1.0
animated	3	1	2	0.75
mitchell	0	1	-1	1.0
guide	0	1	-1	1.0
danes	1	0	1	1.0
herein	1	0	1	1.0
geologists	0	2	-2	1.0
ready	2	1	1	0.666666666667
anymore	2	1	1	0.666666666667
grant	0	2	-2	1.0
discredit	1	0	1	1.0
grand	1	0	1	1.0
soylent	8	0	8	1.0
conflict	1	0	1	1.0
used	6	6	0	0.5
bonus	1	0	1	1.0
blair	1	0	1	1.0
uses	1	1	0	0.5
haunting	2	0	2	1.0
kurdish	4	0	4	1.0
older	3	1	2	0.75
obviously	3	2	1	0.6
nonetheless	1	0	1	1.0
synopsis	0	1	-1	1.0
chronicles	0	1	-1	1.0
genuinely	2	0	2	1.0
appalled	0	1	-1	1.0
weakest	0	2	-2	1.0
abstain	1	0	1	1.0
exploits	0	1	-1	1.0
reviewer	3	0	3	1.0
retirement	0	1	-1	1.0
cemetery	0	1	-1	1.0
march	1	1	0	0.5
selfdestructive	1	0	1	1.0
lacking	1	0	1	1.0
showing	3	1	2	0.75
game	5	1	4	0.833333333333
culturally	1	0	1	1.0
waynes	1	0	1	1.0
damage	1	0	1	1.0
wings	1	0	1	1.0
overthrown	1	0	1	1.0
defied	0	1	-1	1.0
envisioned	1	0	1	1.0
spelunking	0	1	-1	1.0
eel	0	1	-1	1.0
dreck	0	1	-1	1.0
popular	2	0	2	1.0
sketch	1	0	1	1.0
lampidorrans	3	0	3	1.0
brakes	0	1	-1	1.0
infecting	1	0	1	1.0
fathers	0	1	-1	1.0
some	39	28	11	0.582089552239
undress	1	0	1	1.0
coney	0	1	-1	1.0
lips	1	0	1	1.0
experienced	1	0	1	1.0
delivered	1	1	0	0.5
confounds	0	1	-1	1.0
civilization	1	0	1	1.0
everybody	0	4	-4	1.0
run	7	5	2	0.583333333333
viewpoints	1	0	1	1.0
onenote	1	1	0	0.5
panhandle	1	0	1	1.0
abroad	1	0	1	1.0
faith	2	0	2	1.0
wouldnt	3	7	-4	0.7
entailed	1	0	1	1.0
simulation	1	0	1	1.0
silence	1	0	1	1.0
miracles	1	0	1	1.0
seeing	3	3	0	0.5
caretaker	0	1	-1	1.0
within	4	2	2	0.666666666667
awardwinning	2	0	2	1.0
statistics	0	1	-1	1.0
placing	1	0	1	1.0
smell]	1	0	1	1.0
tobey	1	0	1	1.0
himself	4	4	0	0.5
properly	1	0	1	1.0
reed	0	2	-2	1.0
authority	2	0	2	1.0
russian	0	4	-4	1.0
injection	1	0	1	1.0
probate	1	0	1	1.0
collapses	0	1	-1	1.0
hair	4	2	2	0.666666666667
skull	0	1	-1	1.0
grinch	1	0	1	1.0
stumbling	1	1	0	0.5
commiseration	1	0	1	1.0
similar	8	1	7	0.888888888889
noone	1	0	1	1.0
popularity	0	1	-1	1.0
adults	0	1	-1	1.0
videostores	1	0	1	1.0
selfhelp	0	1	-1	1.0
carmen	2	0	2	1.0
2135	0	1	-1	1.0
amounts	0	1	-1	1.0
fears	1	0	1	1.0
nas	1	0	1	1.0
politicians	1	0	1	1.0
electrical	0	1	-1	1.0
tits	0	1	-1	1.0
department	2	0	2	1.0
viren	3	0	3	1.0
smiles	1	0	1	1.0
reportedly	1	0	1	1.0
kansas	4	0	4	1.0
william	0	1	-1	1.0
drag	0	1	-1	1.0
reservation	0	1	-1	1.0
heroine	1	1	0	0.5
structure	1	0	1	1.0
ligabue	1	0	1	1.0
overlong	0	1	-1	1.0
practically	1	0	1	1.0
dvd	8	4	4	0.666666666667
outing	1	1	0	0.5
required	1	0	1	1.0
youtube	1	0	1	1.0
depth	0	1	-1	1.0
requires	1	0	1	1.0
katz	1	0	1	1.0
aristocrat	1	0	1	1.0
psycho	2	1	1	0.666666666667
kate	0	2	-2	1.0
wizard	2	0	2	1.0
oclock	1	1	0	0.5
pachydermsno	1	0	1	1.0
colman	1	0	1	1.0
kitty	2	1	1	0.666666666667
miners	3	0	3	1.0
wave	0	1	-1	1.0
telling	0	1	-1	1.0
donnacha	1	0	1	1.0
homicidal	1	0	1	1.0
quayle	0	1	-1	1.0
gender	0	1	-1	1.0
michael	2	3	-1	0.6
ryan	0	1	-1	1.0
verdict	1	0	1	1.0
reshooting	1	0	1	1.0
honore	1	0	1	1.0
boots	1	0	1	1.0
jump	2	1	1	0.666666666667
picked	0	1	-1	1.0
notwithstanding	1	0	1	1.0
mcteers	0	1	-1	1.0
plays	7	4	3	0.636363636364
vampire	0	4	-4	1.0
cell	0	1	-1	1.0
experiment	5	0	5	1.0
schieder	0	1	-1	1.0
melancholy	1	0	1	1.0
focuses	1	0	1	1.0
elect	1	0	1	1.0
kidnapper	0	1	-1	1.0
ramsey	0	1	-1	1.0
weirdo	1	0	1	1.0
kidnapped	1	1	0	0.5
likened	1	0	1	1.0
pressure	2	0	2	1.0
stubbornness	1	0	1	1.0
unfathomables	0	1	-1	1.0
gene	0	1	-1	1.0
ohanlon	1	0	1	1.0
addresses	1	0	1	1.0
win	4	0	4	1.0
austria	1	0	1	1.0
gimmick	1	0	1	1.0
singing	2	0	2	1.0
cloud	0	1	-1	1.0
strapped	0	1	-1	1.0
crap	3	6	-3	0.666666666667
connery	1	1	0	0.5
hudson	1	0	1	1.0
congratulated	1	0	1	1.0
camera	3	5	-2	0.625
vehicle	0	1	-1	1.0
jonathan	1	0	1	1.0
pinnochio	0	1	-1	1.0
hydro	0	1	-1	1.0
started	3	4	-1	0.571428571429
becomes	0	3	-3	1.0
israelis	0	1	-1	1.0
unfaithful	1	0	1	1.0
salad	0	2	-2	1.0
ride	0	1	-1	1.0
archer	0	1	-1	1.0
meet	1	1	0	0.5
drops	0	2	-2	1.0
control	1	3	-2	0.75
escapes	1	0	1	1.0
jayhawkers	1	0	1	1.0
pulling	0	1	-1	1.0
sought	0	1	-1	1.0
publicity	0	1	-1	1.0
digested	0	1	-1	1.0
poetry	1	0	1	1.0
rohmer	2	0	2	1.0
located	2	1	1	0.666666666667
fare	1	0	1	1.0
ronald	1	0	1	1.0
sledgehammers	0	1	-1	1.0
introduced	3	0	3	1.0
xenophobia	1	0	1	1.0
scoop	2	0	2	1.0
agenda	0	1	-1	1.0
9209	0	1	-1	1.0
including	5	2	3	0.714285714286
costume	2	0	2	1.0
mentioned	6	2	4	0.75
blake	0	1	-1	1.0
affleck	0	3	-3	1.0
mained	1	0	1	1.0
housewife	0	1	-1	1.0
wellknown	1	0	1	1.0
grubiness	1	0	1	1.0
sword	2	0	2	1.0
auto	0	1	-1	1.0
hands	1	1	0	0.5
front	2	1	1	0.666666666667
naschy	0	3	-3	1.0
masters	2	0	2	1.0
storyboard	1	0	1	1.0
byington	1	0	1	1.0
slide	1	0	1	1.0
crossing	0	1	-1	1.0
exceeded	1	0	1	1.0
stimulants	1	0	1	1.0
special	2	3	-1	0.6
butch	2	0	2	1.0
critics	0	3	-3	1.0
cause	4	1	3	0.8
demeanour	1	0	1	1.0
darkly	1	0	1	1.0
completely	8	5	3	0.615384615385
princess	3	0	3	1.0
drowning	0	1	-1	1.0
hostile	2	0	2	1.0
1981	0	1	-1	1.0
ask	2	5	-3	0.714285714286
times	4	5	-1	0.555555555556
itor	1	0	1	1.0
shred	0	1	-1	1.0
resumes	0	1	-1	1.0
humphrey	0	1	-1	1.0
designed	0	2	-2	1.0
succeeds	3	0	3	1.0
powerful	1	0	1	1.0
bitch	1	2	-1	0.666666666667
precisely	1	0	1	1.0
hiding	0	1	-1	1.0
bears	0	1	-1	1.0
revealed	1	0	1	1.0
achieved	1	0	1	1.0
attach	0	1	-1	1.0
attack	2	2	0	0.5
wrapped	1	0	1	1.0
final	9	4	5	0.692307692308
cutaway	1	0	1	1.0
exactly	2	3	-1	0.6
overwhelming	2	0	2	1.0
newlywed	0	1	-1	1.0
photograph	1	0	1	1.0
ben	0	2	-2	1.0
thrashing	0	1	-1	1.0
beg	0	1	-1	1.0
bed	2	4	-2	0.666666666667
cartoonish	1	0	1	1.0
providing	1	0	1	1.0
bet	2	0	2	1.0
lightly	1	0	1	1.0
need	7	7	0	0.5
facing	1	1	0	0.5
border	0	3	-3	1.0
sings	1	0	1	1.0
able	7	2	5	0.777777777778
battles	1	0	1	1.0
instance	1	0	1	1.0
issuing	0	1	-1	1.0
romances	1	0	1	1.0
battled	0	1	-1	1.0
pursues	0	1	-1	1.0
camper	1	0	1	1.0
connected	2	0	2	1.0
demise	1	0	1	1.0
gallery	0	1	-1	1.0
consequences	1	1	0	0.5
undeniable	1	0	1	1.0
upset	1	1	0	0.5
calvins	1	0	1	1.0
impression	1	2	-1	0.666666666667
bestillustrated	1	0	1	1.0
anyway	4	1	3	0.8
soldiers	2	7	-5	0.777777777778
based	6	4	2	0.6
tire	0	1	-1	1.0
miniseries	1	0	1	1.0
cameos	1	1	0	0.5
fuel	0	1	-1	1.0
achieve	5	0	5	1.0
slows	0	1	-1	1.0
overall	2	1	1	0.666666666667
120	1	0	1	1.0
joins	1	1	0	0.5
werent	2	0	2	1.0
kong	1	0	1	1.0
trucks	0	1	-1	1.0
numerous	3	0	3	1.0
dishing	0	1	-1	1.0
she	36	26	10	0.58064516129
contain	1	0	1	1.0
cuts	3	0	3	1.0
humans	0	1	-1	1.0
immigrant	0	1	-1	1.0
computer	1	5	-4	0.833333333333
desperate	2	1	1	0.666666666667
operated	0	1	-1	1.0
unionists	0	1	-1	1.0
tend	3	0	3	1.0
written	4	3	1	0.571428571429
supernatural	1	0	1	1.0
flicks	1	0	1	1.0
ken	0	1	-1	1.0
importance	1	0	1	1.0
rieckhoff	1	0	1	1.0
kicking	1	0	1	1.0
police	2	2	0	0.5
hits	0	2	-2	1.0
career	2	3	-1	0.6
antisocial	2	0	2	1.0
minds	4	2	2	0.666666666667
admit	4	2	2	0.666666666667
tutsi	0	1	-1	1.0
bathroomis	0	1	-1	1.0
spandex	0	1	-1	1.0
bronson	0	1	-1	1.0
franchise	1	0	1	1.0
missourians	1	0	1	1.0
quit	2	0	2	1.0
addition	1	1	0	0.5
allover	1	0	1	1.0
slowly	4	4	0	0.5
dwarfs	1	0	1	1.0
senses	1	2	-1	0.666666666667
controlled	1	0	1	1.0
kickers	0	1	-1	1.0
guerrillas	0	1	-1	1.0
kicks	1	0	1	1.0
smoking	0	1	-1	1.0
shameless	0	1	-1	1.0
novel	1	1	0	0.5
transfused	1	0	1	1.0
harder	1	0	1	1.0
chalk	0	1	-1	1.0
brainer	0	1	-1	1.0
examiner	1	0	1	1.0
fonda	1	0	1	1.0
surface	0	1	-1	1.0
capture	5	0	5	1.0
generic	0	1	-1	1.0
identities	0	1	-1	1.0
knowbr	0	1	-1	1.0
parts	1	2	-1	0.666666666667
underground	1	0	1	1.0
party	1	1	0	0.5
fanatics	1	0	1	1.0
unconventional	1	0	1	1.0
forgotten	1	0	1	1.0
effect	3	2	1	0.6
preteen	1	0	1	1.0
fierce	1	0	1	1.0
frequently	1	0	1	1.0
magician	0	1	-1	1.0
steals	1	0	1	1.0
destruction	3	0	3	1.0
skelton	2	0	2	1.0
ashley	2	0	2	1.0
reflection	0	1	-1	1.0
i	244	186	58	0.567441860465
obstacles	2	0	2	1.0
well	25	18	7	0.581395348837
anemic	0	1	-1	1.0
mixers	0	1	-1	1.0
vincent	0	1	-1	1.0
discord	1	0	1	1.0
increasingly	2	0	2	1.0
dose	0	1	-1	1.0
sources	0	1	-1	1.0
distant	1	0	1	1.0
advertised	0	1	-1	1.0
skill	0	1	-1	1.0
lauren	0	1	-1	1.0
magnolias	0	1	-1	1.0
